trade_dt,globex_sym,px_open,px_high,px_low,px_settle,vol,oi,settle_flag,file_name,load_ts
2026-04-23,CLX26,75.07,75.31,74.62,75.23,21733,4629,Final,cme_settle_20260423.csv,2026-08-17T06:40:00
20260423,CLZ26,74.86,74.97,74.64,74.88,14449,2014,FINAL,cme_settle_20260423.csv,2026-08-17T06:40:00
04/23/2026,CLF27,74.55,74.75,74.44,74.54,9448,919,final,cme_settle_20260423.csv,2026-08-17T06:40:00
04/23/26,CLG27,74.27,74.46,74.11,74.19,5975,392,FINAL,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,CLH27,73.9,74.15,73.01,73.84,3385,121,FINAL,cme_settle_20260423.csv,2026-08-17T06:40:00
04/23/2026,CLJ27,73.42,73.86,72.84,73.49,2495,73,final,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,clk27,73.32,73.71,72.78,73.14,1501,33,final,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,CLM27,73.03,73.25,72.35,72.8,870,11,final,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,GCM26,2700.7,2730.1,"2,688.90",2713.2,179111,294029,final,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,GCQ26,2725.1,2727.1,2686.2,2718.1,130826,118996,final,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,GCZ26,2733.9,2750.6,2693.1,2723,73417,47903,Final,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,GCG27,2738.6,2755.3,2712,2727.9,49271,26181,Final,cme_settle_20260423.csv,2026-08-17T06:40:00
04/23/26,GCJ27,2722.1,"2,739.90",2722.1,2732.7,23250,8211,Final,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,GCM27,2728.5,2753,2721.2,"2,737.60",14819,"4,571",final,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,ZBM26,116.5938,117.625,115.875,116.6875,107577,176374,Final,cme_settle_20260423.csv,2026-08-17T06:40:00
04/23/2026,ZB U26,116.9375,117.75,116.25,116.7812,57540,"54,355",final,cme_settle_20260423.csv,2026-08-17T06:40:00
20260423,ZBZ26,116.875,117.6875,116.2812,116.875,39803,30945,FINAL,cme_settle_20260423.csv,2026-08-17T06:40:00
2026-04-23,ZB H27,117.3125,118.25,116.4062,116.9688,25035,12663,final,cme_settle_20260423.csv,2026-08-17T06:40:00
20260423,ZBM27,117.4062,117.4062,115.6875,117.0625,11531,4945,final,cme_settle_20260423.csv,2026-08-17T06:40:00
04/24/2026,ES M26,5922.75,6003,5911.25,5944.75,1525394,2638908,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,ESU26,5975.5,"6,011.50","5,944.00",5955.5,923898,921205,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,ESZ26,5963.5,6021,5903.25,5966.25,472857,328477,final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,ESH27,5985,6044.25,5946.25,5976.75,365388,168249,final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,ESM27,5982.25,6000,5968,5987.5,246090,76550,final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,ESM27,5982.25,6000,5968,5987.5,246090,76550,final,cme_settle_20260424.csv,2026-08-17T06:41:12
04/24/26,NQM26,22144.25,22208.25,21782.5,22039.25,548280,848247,FINAL,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,NQU26,22167,22167,21902.75,22079,386890,455706,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,NQZ26,22096.25,22261.25,21977.75,22118.5,220681,180760,final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,NQH27,22179.5,22286,22001,22158.25,132115,75017,final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,NQ M27,22270.5,"22,363.50",22003.25,22198,76236,27601,FINAL,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,CLK26,78.28,78.48,77.2,78.13,391057,489418,FINAL,cme_settle_20260424.csv,2026-08-17T06:40:00
20260424,CLM26,77.45,78.61,77.45,77.78,233888,257948,final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,CLN26,77.49,77.79,76.83,77.43,136275,84790,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,CLQ26,77.31,77.31,76.24,77.08,81502,44765,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,CLU26,77.06,77.57,76.51,76.72,60437,23199,FINAL,cme_settle_20260424.csv,2026-08-17T06:40:00
20260424,CLV26,76.7,77.2,76.28,76.37,43001,10177,final,cme_settle_20260424.csv,2026-08-17T06:40:00
20260424,clx26,76.3,76.48,75.21,76.02,20524,3009,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,CLZ26,75.87,76.15,74.84,75.67,13297,"1,851",final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,CLF27,75.02,76.07,74.57,75.32,7382,553,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,CLG27,75.06,75.36,74.44,74.97,4811,347,final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,CLH27,74.26,75.42,73.87,74.61,3744,139,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,CLJ27,74.58,74.58,73.68,74.26,2088,58,FINAL,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,CLK27,73.59,74.01,73.24,73.91,1189,19,final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,CLM27,73.4,74.15,73.25,73.56,722,9,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,GCM26,2712.7,"2,720.30",2681.2,2713.4,159739,284320,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,GCM26,2712.7,"2,720.30",2681.2,2713.4,159739,284320,Final,cme_settle_20260424.csv,2026-08-17T06:41:12
2026-04-24,GCQ26,2723.2,2723.2,2686.2,2718.3,126594,131222,final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,GCZ26,2710,2740.5,2701.4,2723.2,81392,53048,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,GCG27,2741.6,2743.1,2702,2728.1,45058,19373,final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/26,GCJ27,2731.5,2756,2727.1,2732.9,31054,13152,final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,GCM27,2745.9,2765.7,"2,708.60",2737.8,16962,4678,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,ZBM26,116.8438,117,115.47,116.5,99233,160263,FINAL,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/2026,ZB U26,117.125,117.7188,115.8438,116.5938,51218,63283,FINAL,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,ZBZ26,117.2188,117.625,115.8438,116.6875,34606,29135,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
04/24/26,ZBH27,116.5312,117.1562,115.7812,116.7812,20603,10186,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-24,ZBM27,116.7812,117.5312,116,116.875,15111,5361,Final,cme_settle_20260424.csv,2026-08-17T06:40:00
2026-04-27,ESM26,5990.5,6033.5,5902,5970,1513104,2693232,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,ESU26,6002.5,6024,5954.5,5980.75,929532,1122642,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,ESZ26,6020.75,6020.75,"5,940.00",5991.5,592631,507187,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,ESH27,5990.25,6034,5990.25,6002.25,286439,147772,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,ESM27,5993.25,6073.25,5984.25,6013,224762,69041,final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,NQM26,21523.5,"21,784.75",21346.5,21570.25,686927,1013062,final,cme_settle_20260427.csv,2026-08-17T06:40:00
20260427,NQU26,21578.25,21696.5,21578.25,"21,609.00",379958,440486,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/26,NQZ26,21682.25,21703,21575.25,21648,234851,201507,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,NQH27,"21,653.75",21785.75,21653.75,21686.75,149116,63452,final,cme_settle_20260427.csv,2026-08-17T06:40:00
20260427,NQM27,21639.75,21966.5,21639.75,"21,725.50",82759,"33,585",Final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,CLK26,80.27,81.23,80.26,80.41,448870,706778,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/26,CLM26,79.67,80.83,79.17,80.05,248165,264042,final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,CLN26,79.95,80.33,79.17,79.69,"170,652",149485,final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,CLQ26,79.32,79.85,78.46,79.32,100147,42561,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,CLU26,78.96,79.78,78.82,78.96,51308,"19,128",final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,CLV26,78.85,78.85,77.83,78.6,33511,9978,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,CLX26,78.54,78.95,78.1,78.24,19689,3338,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,CLZ26,78.16,78.65,77.4,77.88,12127,1689,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/26,CLF27,77.4,78.37,76.89,77.52,7720,703,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,CLG27,76.86,77.92,76.29,77.15,4580,305,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
20260427,clh27,77.03,77.04,76.46,76.79,2916,148,final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,CLJ27,76.77,76.8,75.86,76.43,2165,52,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,CLK27,76.03,76.73,75.7,76.07,1152,29,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,CLM27,75.62,76.16,74.99,75.71,678,9,final,cme_settle_20260427.csv,2026-08-17T06:40:00
20260427,GCM26,2720.9,2745.6,2715.2,"2,725.20",206402,354427,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
20260427,GCQ26,2736.1,2748.9,2710.1,2730.1,103059,133001,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,GCZ26,2732.1,2754.1,2712.3,2735,58868,38218,final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,GCG27,2727.2,2743.2,2707.3,"2,739.90",48267,24182,FINAL,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,gcj27,2737.3,2755.4,2726.8,2744.8,24280,9914,final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,gcm27,2743,2774.1,2724.5,2749.7,"17,780",3563,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-27,ZBM26,115.56,117.25,115.5312,116.0625,84878,131497,final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,zbu26,115.5938,117.4688,115.5938,116.1562,51697,42746,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/26,ZBZ26,115.75,117.6562,114.9688,116.25,39492,27415,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/2026,ZB H27,116,117.125,115.3438,116.3438,23514,12996,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
04/27/26,ZBM27,116.4375,117.0312,115.5,116.4375,15213,6451,Final,cme_settle_20260427.csv,2026-08-17T06:40:00
2026-04-28,ESM26,6017.25,6049.5,5967.5,5999.5,1663636,2698207,FINAL,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,ESU26,"6,036.00",6036,5974.75,6010.25,742200,641399,final,cme_settle_20260428.csv,2026-08-17T06:40:00
20260428,esz26,5998,6064,5996,"6,021.00",528157,370499,final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,ESH27,6044,6067,6010,6032,"361,852",207084,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,ESM27,6069.75,6082.5,6009.25,6042.75,204952,71698,final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,NQM26,21728.25,21728.25,21610.75,21645.5,677429,1231199,final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/26,NQU26,21739.5,21925,21660.25,21684.5,"437,726",414244,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/26,NQZ26,21676,21941.75,21551,21723.5,212170,155098,FINAL,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,NQH27,"21,813.00",21991.25,21739,21762.5,144160,65969,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,NQM27,21700.5,21988,21700.5,21801.25,97288,28074,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,NQM27,21700.5,21988,21700.5,21801.25,97288,28074,Final,cme_settle_20260428.csv,2026-08-17T06:41:12
2026-04-28,clk26,79,80.09,78.83,79.19,356402,503719,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,CLM26,78.47,79.44,78.47,78.83,248189,259466,FINAL,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,CLN26,78.51,79.1,78.05,78.48,167134,122282,final,cme_settle_20260428.csv,2026-08-17T06:40:00
20260428,CLQ26,78.28,78.3,77.78,78.12,96473,45440,final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,CL U26,77.71,78.11,77.16,77.76,66510,21288,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,CLV26,77.5,77.58,77.31,77.41,38048,10843,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,CLX26,77.31,77.58,76.96,77.05,19508,2977,FINAL,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,CLZ26,76.69,76.86,76.12,76.7,11943,1778,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,CLF27,76.34,77.14,75.49,76.34,9977,1014,final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,CLG27,75.62,76.33,75.5,75.98,5761,318,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,CL H27,76,76.13,75.04,75.63,"3,174",147,final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,CLJ27,75.63,75.63,75.04,75.27,2182,69,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
20260428,CLK27,75.09,75.39,74.35,74.91,1446,23,final,cme_settle_20260428.csv,2026-08-17T06:40:00
20260428,CL M27,74.57,74.9,74.25,74.56,764,11,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,GCM26,2759.5,2765.8,2753.4,"2,759.60",160389,282096,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,GCQ26,2768.8,2786.1,2742.7,2764.6,118698,125940,final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,GCZ26,2778.6,"2,778.60",2752.2,2769.5,74675,63912,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
20260428,GCG27,"2,778.30",2795.4,2743.2,2774.5,36639,19950,final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,GCJ27,2767.8,2798.8,2766.3,2779.5,25671,8187,final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/26,GCM27,"2,787.60",2816.8,2773.6,2784.4,18588,4915,final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,ZBM26,115.4375,115.6875,114.75,115.5,88958,158093,final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,ZBU26,115.2188,116.4688,114.4688,115.5938,55019,46398,final,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,ZBZ26,115.5,116.9062,115.2812,115.6875,32284,27783,FINAL,cme_settle_20260428.csv,2026-08-17T06:40:00
2026-04-28,ZB H27,115.625,116.28,114.5,115.7812,"22,853",9045,final,cme_settle_20260428.csv,2026-08-17T06:40:00
04/28/2026,ZBM27,115.8438,116.0312,115.4062,115.875,11799,4392,Final,cme_settle_20260428.csv,2026-08-17T06:40:00
20260429,ESM26,5972,"6,040.00",5913.75,5976.75,1268966,2113256,Final,cme_settle_20260429.csv,2026-08-17T06:40:00
04/29/26,ESU26,5967.75,"6,052.75",5967.75,5987.5,844843,"958,284",FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,ESZ26,5984.75,6009.75,5955.5,"5,998.25",557686,453695,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,ESH27,6034,6076.5,"5,942.75",6009,"387,389",160813,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,ESM27,6044,"6,081.25",5990,6019.75,231555,73537,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,NQM26,21456.25,21722,21272.75,21469.25,569288,734072,Final,cme_settle_20260429.csv,2026-08-17T06:40:00
20260429,NQU26,21574.75,21695.75,21332,21508,389651,353890,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,NQZ26,21541.25,21690.5,21437.5,21546.5,217809,191610,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,NQH27,21554.5,21821.25,21370.75,21585.25,146459,69609,final,cme_settle_20260429.csv,2026-08-17T06:40:00
04/29/26,nqm27,21580.5,21725.75,21525.75,21623.75,83453,28277,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CL K26,79.39,79.57,78.8,79.23,"360,410",456448,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CLM26,79.17,79.17,78.05,78.87,250421,221877,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CLM26,79.17,79.17,78.05,78.87,250421,221877,final,cme_settle_20260429.csv,2026-08-17T06:41:12
2026-04-29,CLN26,78.29,79.07,77.92,78.52,138275,82656,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CLQ26,78.08,78.87,77.59,78.16,111715,66055,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CLU26,77.59,78.22,76.93,77.8,49712,18732,Final,cme_settle_20260429.csv,2026-08-17T06:40:00
20260429,CLV26,77.59,77.89,76.66,77.45,31271,"9,570",final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CLX26,77.22,77.22,76.72,77.09,23346,4478,final,cme_settle_20260429.csv,2026-08-17T06:40:00
20260429,clz26,76.67,76.90,75.96,76.73,16227,2445,Final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,clf27,76.37,76.69,75.57,76.38,8806,601,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
04/29/2026,CLG27,75.72,76.34,75.14,76.02,5384,317,final,cme_settle_20260429.csv,2026-08-17T06:40:00
20260429,CLH27,75.99,76.5,75.50,75.66,3389,151,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CL J27,75.25,76.15,75.03,75.31,2502,59,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CLK27,75.1,75.47,74.7,74.95,1558,34,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,CLM27,74.24,74.9,74.04,74.6,941,14,final,cme_settle_20260429.csv,2026-08-17T06:40:00
04/29/2026,GCM26,2762,2785.5,2745,2764.2,187217,310726,Final,cme_settle_20260429.csv,2026-08-17T06:40:00
04/29/2026,GCQ26,2773.7,2783.9,2748.2,2769.2,112895,100285,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,GCZ26,2776,2794.8,2760,2774.2,68379,42188,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,GCG27,2781.1,2788.6,2776.1,2779.1,48299,20176,Final,cme_settle_20260429.csv,2026-08-17T06:40:00
04/29/2026,GCJ27,2787.8,2807.2,2771.7,2784.1,29187,11150,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,GC M27,2788.1,2808.2,2765.9,2789.1,14576,3311,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
04/29/2026,ZBM26,114.625,116.0312,114.3125,115.19,95114,114741,final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,ZB U26,115.7188,115.7188,114.375,115.2812,66606,81369,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
20260429,zbz26,115.5312,115.7188,114.5625,115.375,"35,777",23128,Final,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-29,ZBH27,115.375,116.6875,114.1875,115.4688,"25,633",16237,Final,cme_settle_20260429.csv,2026-08-17T06:40:00
04/29/26,ZBM27,115.4375,116.5938,114.2188,115.5625,15612,6484,FINAL,cme_settle_20260429.csv,2026-08-17T06:40:00
2026-04-30,ESM26,5920.5,5936.75,5866.25,5921.5,1380294,2221687,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,ESU26,5947.75,5975.25,5899.75,5932.25,992005,1138608,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,esz26,5920.75,5958.75,5920.75,5942.75,600135,"476,768",final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,ESH27,5934,5986,5922.5,5953.5,376112,238311,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,ESM27,5947.75,6014,5897,5964.25,213022,72418,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,NQM26,21441.25,21706.5,21365.75,"21,499.75",695882,1212241,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
20260430,NQU26,21483.5,21665.75,21404,21538.5,326202,390130,final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,NQZ26,21664.25,21796,21333.5,21577.25,203267,127788,final,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,NQH27,21529.25,"21,742.50",21469.5,21615.75,125052,63687,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,NQM27,21709.5,21784.75,21394.75,21654.5,101697,38581,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,CLK26,79.33,79.75,78.28,79.13,436249,655308,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
20260430,CLM26,78.99,79.32,77.98,78.77,249001,278274,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,CLN26,78.15,78.84,77.63,78.42,147604,92890,final,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,CLQ26,77.95,78.26,77.41,78.06,110245,51522,final,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,CLU26,77.48,78.02,77.48,77.71,52729,18608,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/26,CLV26,77.52,77.52,76.56,77.35,36751,8287,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,CL X26,76.82,77.15,76.61,76.99,24182,4018,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,CLZ26,76.51,77.19,76.09,76.64,14905,1904,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,CLF27,76.57,77.12,75.74,76.28,8352,841,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,CL G27,76.18,76.68,75.69,75.93,5834,341,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
20260430,CLH27,75.93,76.26,75.13,75.57,3533,159,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,CLJ27,75.39,75.66,75.04,75.21,2080,55,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,clk27,74.73,75.26,73.97,74.86,1224,26,final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,CLM27,74.36,74.73,73.73,74.5,883,13,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
20260430,GCM26,2802.2,2823.7,2764.2,2790.5,"160,670",203135,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,GC Q26,2798,2804.4,2785.7,2795.5,93489,95348,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,GCZ26,2808.9,2809.2,"2,797.20",2800.5,75411,50690,final,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,GCG27,2798,2837.6,"2,792.10",2805.6,39964,16390,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
20260430,GCJ27,2816.1,2817.4,2781.7,2810.6,24194,8976,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/26,GCM27,"2,811.80",2843.5,2802.5,2815.6,16600,3504,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,ZBM26,115.0938,115.0938,114.3438,114.62,89240,158148,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,ZBU26,114.3125,115.9062,114.0312,114.7188,58384,75131,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,zbz26,114.375,115.9688,114.1562,114.8125,31212,22863,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
2026-04-30,ZBH27,115.0938,115.4375,114.75,114.9062,20070,11093,FINAL,cme_settle_20260430.csv,2026-08-17T06:40:00
04/30/2026,zbm27,114.4375,116.125,114.44,115,15552,5945,Final,cme_settle_20260430.csv,2026-08-17T06:40:00
05/01/2026,ESM26,5899.25,5907.75,5842.5,5884.75,1707188,2504846,final,cme_settle_20260501.csv,2026-08-17T06:40:00
05/01/2026,ES U26,5887.25,5934.75,5828.5,5895.25,953375,927408,final,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,ES Z26,5906.25,5917.25,5891.5,5906,"544,570",490722,final,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,ESH27,5918.5,5957,5848.5,5916.5,380401,201459,FINAL,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,ES M27,5948.25,5994.25,5895.5,5927,233625,70477,FINAL,cme_settle_20260501.csv,2026-08-17T06:40:00
05/01/2026,NQM26,"21,327.50",21577.75,21290.25,21389.75,575358,691815,FINAL,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,NQ U26,21396.25,21589,21229.75,21428.25,337272,340750,FINAL,cme_settle_20260501.csv,2026-08-17T06:40:00
05/01/2026,NQZ26,21381.5,21516,21282.5,21466.75,260685,"147,858",Final,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,NQH27,21422,21617,21422,21505.25,135640,85678,Final,cme_settle_20260501.csv,2026-08-17T06:40:00
05/01/26,NQM27,21616.25,21771.25,21442.75,21543.75,94879,31978,Final,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,CLK26,79.15,79.37,78.04,78.98,434646,576285,Final,cme_settle_20260501.csv,2026-08-17T06:40:00
05/01/2026,CLM26,78.7,79.5,78.01,78.62,242836,257234,Final,cme_settle_20260501.csv,2026-08-17T06:40:00
05/01/2026,CLN26,78.55,78.65,78.01,78.27,151575,"124,109",Final,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,clq26,77.54,78.24,77.33,77.91,102305,48434,final,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,CLU26,77.77,78.31,76.81,77.56,71291,22837,Final,cme_settle_20260501.csv,2026-08-17T06:40:00
2026-05-01,CLV26,77.52,77.55,76.53,77.2,41687,12794,final,cme_settle_20260501.csv,2026-08-17T06:40:00
